arg_line_id,arg_instance_id,arg_ref_id,arg_ref_name,argument_text,email_id,created_at,speaker_name,speaker_email,speaker_role,topic_id,topic_side,reasoning_name,sophism_name,sophism_category,fact_ref_id,fact_veracity_pct,relevance,reasoning_credibility,impact_score,impact_direction,hidden_topic_hint,hidden_topic_confidence,strength,needs_review,notes
ARG-L-0000336,ARGI-e2c407c8bb,ARREF-e372ac9b3c,(argument),,2024:71,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000337,ARGI-af5b812018,ARREF-e372ac9b3c,(argument),,2024:76,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000338,ARGI-af5b812018,ARREF-e372ac9b3c,(argument),,2024:76,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000339,ARGI-af5b812018,ARREF-e372ac9b3c,(argument),,2024:76,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000340,ARGI-af5b812018,ARREF-e372ac9b3c,(argument),,2024:76,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000341,ARGI-af5b812018,ARREF-e372ac9b3c,(argument),,2024:76,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000342,ARGI-af5b812018,ARREF-e372ac9b3c,(argument),,2024:76,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000343,ARGI-b2f78dfcb4,ARREF-e372ac9b3c,(argument),,2024:77,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000344,ARGI-b2f78dfcb4,ARREF-e372ac9b3c,(argument),,2024:77,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000345,ARGI-b2f78dfcb4,ARREF-e372ac9b3c,(argument),,2024:77,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000346,ARGI-b2f78dfcb4,ARREF-e372ac9b3c,(argument),,2024:77,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000347,ARGI-b2f78dfcb4,ARREF-e372ac9b3c,(argument),,2024:77,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000348,ARGI-b2f78dfcb4,ARREF-e372ac9b3c,(argument),,2024:77,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000349,ARGI-b2f78dfcb4,ARREF-e372ac9b3c,(argument),,2024:77,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000350,ARGI-438447490a,ARREF-e372ac9b3c,(argument),,2024:78,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000351,ARGI-438447490a,ARREF-e372ac9b3c,(argument),,2024:78,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000352,ARGI-438447490a,ARREF-e372ac9b3c,(argument),,2024:78,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000353,ARGI-438447490a,ARREF-e372ac9b3c,(argument),,2024:78,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000354,ARGI-438447490a,ARREF-e372ac9b3c,(argument),,2024:78,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000355,ARGI-438447490a,ARREF-e372ac9b3c,(argument),,2024:78,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000356,ARGI-438447490a,ARREF-e372ac9b3c,(argument),,2024:78,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000357,ARGI-38072966bb,ARREF-e372ac9b3c,(argument),,2024:80,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000358,ARGI-38072966bb,ARREF-e372ac9b3c,(argument),,2024:80,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000359,ARGI-38072966bb,ARREF-e372ac9b3c,(argument),,2024:80,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000360,ARGI-38072966bb,ARREF-e372ac9b3c,(argument),,2024:80,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000361,ARGI-38072966bb,ARREF-e372ac9b3c,(argument),,2024:80,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000362,ARGI-38072966bb,ARREF-e372ac9b3c,(argument),,2024:80,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000363,ARGI-38072966bb,ARREF-e372ac9b3c,(argument),,2024:80,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000364,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000365,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000366,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000367,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000368,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000369,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000370,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000371,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000372,ARGI-516f20bb51,ARREF-e372ac9b3c,(argument),,2024:81,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000373,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000374,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000375,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000376,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000377,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000378,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000379,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000380,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000381,ARGI-cc54d33109,ARREF-e372ac9b3c,(argument),,2024:82,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000382,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000383,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000384,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000385,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000386,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000387,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000388,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000389,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000390,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000391,ARGI-6b7d0293c4,ARREF-e372ac9b3c,(argument),,2024:83,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000392,ARGI-37ee6fded0,ARREF-e372ac9b3c,(argument),,2024:86,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000393,ARGI-37ee6fded0,ARREF-e372ac9b3c,(argument),,2024:86,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000394,ARGI-37ee6fded0,ARREF-e372ac9b3c,(argument),,2024:86,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000395,ARGI-37ee6fded0,ARREF-e372ac9b3c,(argument),,2024:86,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000396,ARGI-37ee6fded0,ARREF-e372ac9b3c,(argument),,2024:86,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000397,ARGI-37ee6fded0,ARREF-e372ac9b3c,(argument),,2024:86,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000398,ARGI-37ee6fded0,ARREF-e372ac9b3c,(argument),,2024:86,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000399,ARGI-0d47dd7bb9,ARREF-e372ac9b3c,(argument),,2024:87,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000400,ARGI-0d47dd7bb9,ARREF-e372ac9b3c,(argument),,2024:87,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000401,ARGI-0d47dd7bb9,ARREF-e372ac9b3c,(argument),,2024:87,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000402,ARGI-0d47dd7bb9,ARREF-e372ac9b3c,(argument),,2024:87,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000403,ARGI-0d47dd7bb9,ARREF-e372ac9b3c,(argument),,2024:87,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000404,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000405,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000406,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000407,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000408,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000409,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000410,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000411,ARGI-6e659a05c0,ARREF-e372ac9b3c,(argument),,2024:88,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000412,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000413,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000414,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000415,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000416,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000417,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000418,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000419,ARGI-6880b272f2,ARREF-e372ac9b3c,(argument),,2024:89,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000420,ARGI-18900a50d4,ARREF-e372ac9b3c,(argument),,2024:92,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000421,ARGI-18900a50d4,ARREF-e372ac9b3c,(argument),,2024:92,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000422,ARGI-18900a50d4,ARREF-e372ac9b3c,(argument),,2024:92,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000423,ARGI-18900a50d4,ARREF-e372ac9b3c,(argument),,2024:92,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000424,ARGI-18900a50d4,ARREF-e372ac9b3c,(argument),,2024:92,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000425,ARGI-18900a50d4,ARREF-e372ac9b3c,(argument),,2024:92,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000426,ARGI-b990bd111e,ARREF-e372ac9b3c,(argument),,2024:93,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000427,ARGI-b990bd111e,ARREF-e372ac9b3c,(argument),,2024:93,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000428,ARGI-b990bd111e,ARREF-e372ac9b3c,(argument),,2024:93,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000429,ARGI-b990bd111e,ARREF-e372ac9b3c,(argument),,2024:93,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000430,ARGI-b990bd111e,ARREF-e372ac9b3c,(argument),,2024:93,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000431,ARGI-b990bd111e,ARREF-e372ac9b3c,(argument),,2024:93,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000432,ARGI-b990bd111e,ARREF-e372ac9b3c,(argument),,2024:93,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000433,ARGI-96f31fac30,ARREF-e372ac9b3c,(argument),,2024:95,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000434,ARGI-96f31fac30,ARREF-e372ac9b3c,(argument),,2024:95,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000435,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000436,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000437,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000438,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000439,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000440,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000441,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000442,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000443,ARGI-951e45de98,ARREF-e372ac9b3c,(argument),,2024:96,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000444,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000445,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000446,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000447,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000448,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
